,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
269,23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,0.32051282051282054
270,25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,0.3770739064856712
271,23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,0.2777777777777778
272,24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,0.31645569620253167
273,24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0.27233115468409586
274,25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.2717391304347826
275,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.2717391304347826
276,23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.2670940170940171
277,23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.11666666666666667
278,23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.3543586109142452
279,25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.29832935560859186
280,26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.014857142857142857
281,25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.045714285714285714
282,22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,0.10285714285714286
283,23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.12
284,23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.26666666666666666
285,23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.30666666666666664
286,22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.2840909090909091
287,25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.3342245989304813
288,25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.2840909090909091
289,25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.11666666666666667
290,26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.2840909090909091
291,25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.25
292,23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.24
293,24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.244140625
294,24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.2717391304347826
295,23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.26881720430107525
296,22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.02
297,23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.04114285714285714
298,25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.051514527096641255
299,25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.05057471264367816
300,26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.06896551724137931
301,25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.15432098765432098
302,26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.05764785232926147
303,21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.21166666666666667
304,25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.2604166666666667
305,21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.0992063492063492
306,24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.25534174939739346
307,26,110000,RENT,3.0,PERSONAL,C,25000,13.48,0,0.23,Y,2,0.22727272727272727
308,23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.1841620626151013
309,25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.18796992481203006
310,24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.10495626822157435
311,25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.05882214536128562
312,24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.15822384243436874
313,26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.07647058823529412
314,24,83300,RENT,0.0,MEDICAL,D,25000,15.31,1,0.26,N,2,0.30012004801920766
315,24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.22727272727272727
316,22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.16276041666666666
317,25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.03723008190618019
318,25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.11764705882352941
319,22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.24855836150328098
320,25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.22123893805309736
321,24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.20833333333333334
322,25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.20833333333333334
323,23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.20833333333333334
324,24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.27233115468409586
325,21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.0641025641025641
326,26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.23148148148148148
327,26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.19231360964952768
328,23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.19230769230769232
329,23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.19230769230769232
330,25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.11764705882352941
331,26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.07058823529411765
332,22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.08284023668639054
333,26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.1437037037037037
334,23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.11862396204033215
335,24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.01069594980034227
336,25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.20833333333333334
337,24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.18754688672168043
338,24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.21153846153846154
339,24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.1865671641791045
340,25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.1865671641791045
341,25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.20512820512820512
342,25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.18518518518518517
343,26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.1842842400117942
344,25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.1724137931034483
345,23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.16666666666666666
346,23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.05818181818181818
347,22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.1568627450980392
348,24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.12121212121212122
349,25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.15151515151515152
350,21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.12121212121212122
351,23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.375
352,23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.1421875
353,23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.125
354,23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.16891891891891891
355,23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.35
356,24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.2262796504369538
357,22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.3417422641978377
358,25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.14285714285714285
359,22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.12345679012345678
360,24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.13513513513513514
361,25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.15432098765432098
362,26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.18633540372670807
363,22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.21875
364,25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.1111111111111111
365,25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.3048780487804878
366,23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.26515151515151514
367,25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.5
368,23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.4125
369,24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.29097387173396677
370,22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.11904761904761904
371,24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.266304347826087
372,23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.21875
373,24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.075
374,25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.075
375,26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.15625
376,25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.0794912559618442
377,25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.44907407407407407
378,23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.388
379,24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,7.49,1,0.23,N,3,0.23214285714285715
380,25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.35453216374269003
381,26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.43268801855651706
382,22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.3277027027027027
383,24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.37049485890639083
384,24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.269720158384126
385,26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.3108974358974359
386,23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.2425
387,23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.2354368932038835
388,25,160000,MORTGAGE,2.0,EDUCATION,A,9000,7.49,0,0.06,N,3,0.05625
389,25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.09375
390,24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.125
391,23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.15625
392,26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,13.48,0,0.09,N,4,0.0859375
393,21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.0953125
394,25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.125
395,22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.28273809523809523
396,25,111996,RENT,9.0,PERSONAL,D,24250,15.31,0,0.22,N,3,0.21652559019964998
397,21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.35714285714285715
398,25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.2105034722222222
399,23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.1684027777777778
400,23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.08449477351916376
401,22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.22361111111111112
402,22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.5581395348837209
403,23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.5105948429920858
404,24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.5
405,26,48000,RENT,4.0,MEDICAL,A,24000,7.49,1,0.5,N,3,0.5
406,21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.5337603416066187
407,25,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,0.46153846153846156
408,22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,0.12966804979253113
409,24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.5106382978723404
410,22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.05747126436781609
411,22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.4897959183673469
412,26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.4
413,25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.4
414,22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.4
415,21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.4
416,26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.38707180181923745
417,22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.38461538461538464
418,26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,7.49,1,0.37,N,2,0.36923076923076925
419,22,17760,MORTGAGE,6.0,EDUCATION,C,4975,13.48,1,0.28,Y,3,0.2801238738738739
420,23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.4067796610169492
421,23,66000,RENT,6.0,VENTURE,A,24000,7.49,1,0.36,N,4,0.36363636363636365
422,24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.4
423,25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.36285018822853515
424,22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.3855421686746988
425,24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.34285714285714286
426,23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.32432432432432434
427,22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.16666666666666666
428,22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.32
429,24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.32
430,24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,13.48,1,0.32,N,3,0.32
431,26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.34782608695652173
432,23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.3076923076923077
433,22,18000,OWN,4.0,VENTURE,B,2000,11.49,0,0.11,N,3,0.1111111111111111
434,24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.3
435,22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.19444444444444445
436,23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.2222222222222222
437,23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.321285140562249
438,26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.27089259108763375
439,25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.25263157894736843
440,22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.2891566265060241
441,25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.25263157894736843
442,21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.2722222222222222
443,21,18000,OWN,4.0,EDUCATION,B,5000,11.11,1,0.28,N,2,0.2777777777777778
444,26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.24
445,24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.21818181818181817
446,24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.3472222222222222
447,22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,18.535,1,0.24,Y,2,0.24489795918367346
448,26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.23105360443622922
449,22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.2
450,24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.2
451,26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.2222222222222222
452,24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.19342359767891681
453,23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.1388888888888889
454,24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.18461538461538463
455,25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.17777777777777778
456,24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.17777777777777778
457,23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.20915032679738563
458,23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.16
459,23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.17391304347826086
460,24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.7222222222222222
461,21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.3472222222222222
462,26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.15483870967741936
463,26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.16216216216216217
464,26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,13.48,0,0.14,Y,2,0.1411764705882353
465,21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.1388888888888889
466,24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,0.5461773282303627
467,23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.19791666666666666
468,24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.42912211797221617
469,24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,0.5555555555555556
470,25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,0.23137254901960785
471,23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,0.31433333333333335
472,22,18000,OWN,2.0,MEDICAL,C,4000,13.48,1,0.22,N,2,0.2222222222222222
473,22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,0.3
474,25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3,0.2222222222222222
475,21,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,N,2,0.1875
476,22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,0.34946236559139787
477,22,43385,RENT,7.0,PERSONAL,C,23000,13.48,1,0.53,N,3,0.5301371441742537
478,25,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,N,2,0.4067628749292586
479,23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,0.38333333333333336
480,24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,0.06666666666666667
481,25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,0.3638779901278319
482,24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,0.35384615384615387
483,23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,0.3382352941176471
484,22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,0.16666666666666666
485,25,80000,RENT,9.0,VENTURE,C,23000,13.48,0,0.29,N,2,0.2875
486,24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,0.26136363636363635
487,22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,0.38822525597269625
488,23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,0.32142857142857145
489,24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,0.16405096516651174
490,26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,0.32213727343011767
491,24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,0.30684931506849317
492,24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,0.2702702702702703
493,23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,0.6357142857142857
494,25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,0.5116279069767442
495,25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,0.4230769230769231
496,21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,0.22458692048553552
497,22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,0.38596491228070173
498,25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,0.3793103448275862
499,23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,0.36666666666666664
500,24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,0.36666666666666664
501,25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,0.1592356687898089
502,26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,0.39285714285714285
503,22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,0.3142857142857143
504,22,66000,RENT,1.0,EDUCATION,F,22000,18.535,1,0.33,N,2,0.3333333333333333
505,23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,0.2970403974940592
506,24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,0.2872175150462812
507,22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,0.19078947368421054
508,26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,0.2857142857142857
509,21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,0.3157894736842105
510,24,80000,RENT,0.0,MEDICAL,A,22000,7.49,0,0.28,N,4,0.275
511,26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,0.26634382566585957
512,24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,0.3894736842105263
513,25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,0.21052631578947367
514,23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,0.2619047619047619
515,25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,0.28332260141661303
516,25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,0.2682926829268293
517,21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,0.18409425625920472
518,23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,0.2200088003520141
519,23,110000,RENT,0.0,PERSONAL,B,22000,10.99,0,0.2,N,3,0.2
520,22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,0.2578125
521,25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,0.38070175438596493
522,24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,0.4
523,23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,0.38571428571428573
524,26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,0.34285714285714286
525,22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,0.2634146341463415
526,22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,0.27692307692307694
527,22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,0.125
528,24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,0.1926163723916533
529,24,19200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,0.3645833333333333
530,25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,0.15625
531,24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,0.3644067796610169
532,24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,0.30714285714285716
533,24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,0.1853448275862069
534,25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,0.3575
535,22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,0.6854838709677419
